airline,overall_rating,review_date,traveller_type,cabin,departure_date,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
EVA Air,5,09-03-2018,Solo Leisure,Economy Class,01-02-2018,5,3,2,2,5,4,yes
EVA Air,7,26-02-2018,Solo Leisure,Business Class,01-02-2018,4,4,3,3,4,5,yes
EVA Air,9,18-02-2018,Couple Leisure,Economy Class,01-06-2017,4,5,4,4,5,4,yes
EVA Air,7,17-02-2018,Solo Leisure,Economy Class,01-01-2018,3,4,4,4,3,4,yes
EVA Air,9,04-02-2018,Solo Leisure,Economy Class,01-01-2018,4,4,4,3,5,5,yes
EVA Air,7,31-01-2018,Solo Leisure,Economy Class,01-01-2018,4,5,4,3,4,4,yes
EVA Air,9,30-01-2018,Couple Leisure,Economy Class,01-01-2018,4,5,3,4,4,5,yes
EVA Air,10,27-01-2018,Solo Leisure,Business Class,01-01-2018,5,5,5,4,5,5,yes
EVA Air,8,20-01-2018,Business,Economy Class,01-01-2018,5,5,3,4,4,3,yes
EVA Air,6,11-01-2018,Family Leisure,Economy Class,01-11-2017,1,4,4,4,5,3,yes
EVA Air,8,08-01-2018,Solo Leisure,Premium Economy,01-12-2017,5,5,3,3,4,5,yes
EVA Air,10,08-01-2018,Family Leisure,Business Class,01-12-2017,5,5,5,5,5,5,yes
EVA Air,10,07-01-2018,Family Leisure,Business Class,01-12-2017,5,5,5,5,5,5,yes
EVA Air,10,30-12-2017,Solo Leisure,Business Class,01-12-2017,5,5,5,5,5,5,yes
EVA Air,9,25-12-2017,Couple Leisure,Business Class,01-10-2017,5,5,4,5,4,5,yes
EVA Air,10,18-12-2017,Business,Economy Class,01-12-2017,5,5,5,5,5,5,yes
EVA Air,10,04-12-2017,Solo Leisure,Business Class,01-06-2017,5,5,5,5,5,5,yes
EVA Air,10,04-12-2017,Solo Leisure,Business Class,01-06-2017,5,5,5,5,5,5,yes
EVA Air,8,23-11-2017,Couple Leisure,Business Class,01-11-2017,4,4,5,3,4,5,yes
EVA Air,3,16-11-2017,Couple Leisure,Economy Class,01-11-2017,1,2,2,1,2,3,no
EVA Air,4,13-11-2017,Couple Leisure,Business Class,01-11-2017,4,4,1,2,4,4,yes
EVA Air,6,13-11-2017,Business,Business Class,01-11-2017,2,5,1,1,3,5,yes
EVA Air,9,13-11-2017,Solo Leisure,Premium Economy,01-11-2017,4,5,3,3,5,5,yes
EVA Air,8,05-11-2017,Couple Leisure,Economy Class,01-11-2017,4,4,3,4,3,4,yes
EVA Air,4,03-11-2017,Family Leisure,Business Class,01-10-2017,3,4,1,1,4,4,yes
EVA Air,9,30-10-2017,Solo Leisure,Economy Class,01-10-2017,5,5,3,4,5,5,yes
EVA Air,9,28-10-2017,Business,Business Class,01-10-2017,5,5,5,5,3,5,yes
EVA Air,10,21-10-2017,Solo Leisure,Premium Economy,01-10-2017,5,5,5,5,5,5,yes
EVA Air,10,18-10-2017,Solo Leisure,Business Class,01-10-2017,5,5,5,5,5,5,yes
EVA Air,1,15-10-2017,Solo Leisure,Economy Class,01-10-2017,2,1,1,1,2,2,no
EVA Air,5,26-09-2017,Business,Business Class,01-09-2017,2,5,4,4,5,3,no
EVA Air,10,18-09-2017,Solo Leisure,Economy Class,01-09-2017,5,5,5,5,5,5,yes
EVA Air,6,03-09-2017,Family Leisure,Economy Class,01-08-2017,5,5,2,1,3,3,no
EVA Air,10,29-08-2017,Family Leisure,Economy Class,01-08-2017,5,5,5,5,5,5,yes
EVA Air,7,25-08-2017,Solo Leisure,Economy Class,01-08-2017,3,4,3,3,4,4,yes
EVA Air,10,22-08-2017,Solo Leisure,Business Class,01-08-2017,5,5,5,5,5,5,yes
EVA Air,7,21-08-2017,Family Leisure,Economy Class,01-08-2017,3,3,3,4,4,3,yes
EVA Air,10,19-08-2017,Family Leisure,Economy Class,01-08-2017,4,5,5,4,5,5,yes
EVA Air,10,17-08-2017,Solo Leisure,Economy Class,01-06-2017,5,5,5,4,5,5,yes
EVA Air,9,15-08-2017,Business,Business Class,01-08-2017,4,4,4,4,5,5,yes
EVA Air,10,05-08-2017,Solo Leisure,Economy Class,01-08-2017,5,5,5,5,5,5,yes
EVA Air,10,31-07-2017,Family Leisure,Business Class,01-07-2017,4,5,5,5,5,5,yes
EVA Air,10,23-07-2017,Solo Leisure,Business Class,01-07-2017,4,5,5,4,5,5,yes
EVA Air,10,17-07-2017,Solo Leisure,Economy Class,01-06-2017,5,5,5,5,5,5,yes
EVA Air,8,16-07-2017,Couple Leisure,Premium Economy,01-06-2017,5,4,2,4,4,4,yes
EVA Air,10,02-07-2017,Solo Leisure,Economy Class,01-04-2017,5,5,5,4,5,5,yes
EVA Air,9,01-07-2017,Solo Leisure,Economy Class,01-06-2017,5,4,4,4,5,5,yes
EVA Air,8,26-06-2017,Family Leisure,Economy Class,01-06-2017,3,4,3,3,4,4,yes
EVA Air,9,25-06-2017,Family Leisure,Economy Class,01-06-2017,4,5,3,4,5,5,yes
EVA Air,8,30-05-2017,Solo Leisure,Economy Class,01-05-2017,4,4,4,3,5,3,yes
EVA Air,10,27-05-2017,Solo Leisure,Economy Class,01-05-2017,5,5,5,5,5,5,yes
EVA Air,7,25-05-2017,Solo Leisure,Economy Class,01-05-2017,4,3,3,2,4,4,yes
EVA Air,10,08-05-2017,Solo Leisure,Business Class,01-04-2017,5,5,5,5,5,5,yes
EVA Air,10,06-05-2017,Business,Business Class,01-04-2017,5,5,5,5,4,5,yes
EVA Air,7,03-05-2017,Solo Leisure,Economy Class,01-04-2017,4,3,3,4,4,4,yes
EVA Air,6,30-04-2017,Business,Business Class,01-04-2017,3,5,3,3,4,4,yes
EVA Air,9,27-04-2017,Solo Leisure,Economy Class,01-04-2017,3,4,5,3,4,4,yes
EVA Air,8,21-04-2017,Business,Business Class,01-04-2017,3,5,4,3,5,5,yes
EVA Air,10,15-04-2017,Couple Leisure,Economy Class,01-04-2017,5,5,4,5,5,5,yes
EVA Air,9,28-03-2017,Business,Business Class,01-03-2017,5,5,4,4,5,5,yes
EVA Air,10,24-03-2017,Solo Leisure,Economy Class,01-03-2017,5,5,4,4,5,5,yes
EVA Air,10,23-03-2017,Solo Leisure,Economy Class,01-03-2017,5,5,5,4,5,4,yes
EVA Air,10,22-03-2017,Couple Leisure,Premium Economy,01-03-2017,5,5,4,3,4,5,yes
EVA Air,9,15-03-2017,Couple Leisure,Premium Economy,01-02-2017,5,5,5,5,4,5,yes
EVA Air,8,13-03-2017,Solo Leisure,Premium Economy,01-03-2017,4,4,2,4,3,4,yes
EVA Air,9,11-03-2017,Couple Leisure,Economy Class,01-03-2017,4,5,5,5,5,5,yes
EVA Air,9,03-03-2017,Solo Leisure,Economy Class,01-02-2017,5,5,5,5,5,5,yes
EVA Air,10,18-02-2017,Solo Leisure,Premium Economy,01-01-2017,5,5,5,5,5,5,yes
EVA Air,7,03-02-2017,Solo Leisure,Economy Class,01-02-2017,4,4,3,2,5,4,yes
EVA Air,9,30-01-2017,Solo Leisure,Business Class,01-05-2016,5,5,5,4,4,5,yes
EVA Air,10,15-01-2017,Couple Leisure,Premium Economy,01-01-2017,5,5,5,4,5,5,yes
EVA Air,10,10-01-2017,Family Leisure,Economy Class,01-12-2016,5,5,5,5,5,5,yes
EVA Air,9,03-01-2017,Solo Leisure,Business Class,01-12-2016,4,5,5,4,5,4,yes
EVA Air,7,27-12-2016,Family Leisure,Premium Economy,01-12-2016,3,2,5,3,4,3,yes
EVA Air,9,09-12-2016,Business,Business Class,01-11-2016,4,5,4,4,5,5,yes
EVA Air,8,01-12-2016,Couple Leisure,Premium Economy,01-11-2016,3,5,3,3,4,4,yes
EVA Air,5,29-11-2016,Couple Leisure,Premium Economy,01-11-2016,3,2,3,4,4,4,yes
EVA Air,9,15-11-2016,Solo Leisure,Economy Class,01-10-2016,4,4,4,5,5,4,yes
EVA Air,8,03-11-2016,Couple Leisure,Business Class,01-11-2016,5,5,3,2,3,5,yes
EVA Air,6,03-11-2016,Family Leisure,Economy Class,01-11-2016,4,2,2,1,4,4,yes
EVA Air,7,18-10-2016,Business,Business Class,01-10-2016,4,2,1,3,4,4,yes
EVA Air,9,17-10-2016,Business,Economy Class,01-10-2016,4,5,4,4,3,5,yes
EVA Air,8,12-10-2016,Solo Leisure,Economy Class,01-09-2016,4,5,3,4,5,4,no
EVA Air,1,29-09-2016,Business,Business Class,01-09-2016,1,3,3,1,1,2,no
EVA Air,6,30-08-2016,Couple Leisure,Premium Economy,01-08-2016,3,3,3,3,4,3,yes
EVA Air,10,29-08-2016,Solo Leisure,Business Class,01-08-2016,5,5,5,4,5,5,yes
EVA Air,8,03-08-2016,Couple Leisure,Economy Class,01-03-2016,4,3,3,4,3,5,yes
EVA Air,7,31-07-2016,Family Leisure,Economy Class,01-07-2016,5,5,3,3,5,5,yes
EVA Air,10,23-07-2016,Family Leisure,Economy Class,01-06-2016,5,5,4,5,5,4,yes
EVA Air,6,15-07-2016,Solo Leisure,Premium Economy,01-05-2016,4,4,4,4,1,4,yes
EVA Air,9,11-07-2016,Business,Business Class,01-07-2016,5,5,5,5,5,4,yes
EVA Air,9,16-06-2016,Solo Leisure,Premium Economy,01-06-2016,5,5,5,4,5,5,yes
EVA Air,10,13-06-2016,Family Leisure,Premium Economy,01-07-2015,4,5,5,5,4,5,yes
EVA Air,10,05-06-2016,Couple Leisure,Economy Class,01-10-2015,5,5,5,5,5,5,yes
EVA Air,10,30-05-2016,Business,Business Class,01-05-2016,5,5,5,5,5,5,yes
EVA Air,9,30-05-2016,Couple Leisure,Premium Economy,01-05-2016,4,5,3,3,4,3,yes
EVA Air,9,18-05-2016,Solo Leisure,Premium Economy,01-05-2016,5,5,4,5,5,5,yes
EVA Air,2,24-04-2016,Couple Leisure,Economy Class,01-04-2016,2,2,2,2,3,1,no
EVA Air,9,21-04-2016,Solo Leisure,Business Class,01-04-2016,4,5,5,5,4,5,yes
EVA Air,4,11-04-2016,Couple Leisure,Economy Class,01-03-2016,4,4,3,1,4,3,no
EVA Air,10,10-04-2016,Solo Leisure,Business Class,01-04-2016,5,5,5,4,5,5,yes
EVA Air,6,09-04-2016,Couple Leisure,Economy Class,01-03-2016,4,2,1,2,4,4,yes
EVA Air,9,05-04-2016,Couple Leisure,Premium Economy,01-01-2016,5,4,3,3,5,3,yes
EVA Air,10,31-03-2016,Solo Leisure,Business Class,01-03-2016,5,5,5,4,5,5,yes
EVA Air,10,22-03-2016,Solo Leisure,Business Class,01-03-2016,5,5,5,5,5,5,yes
EVA Air,10,15-03-2016,Business,Business Class,01-02-2016,5,5,5,5,5,5,yes
EVA Air,9,13-03-2016,Couple Leisure,First Class,01-03-2016,5,5,5,4,4,5,yes
EVA Air,1,03-03-2016,Business,Economy Class,01-02-2016,3,1,3,3,3,4,no
EVA Air,7,19-02-2016,Business,Premium Economy,01-02-2016,4,5,4,3,1,5,yes
EVA Air,9,08-02-2016,Solo Leisure,Business Class,01-03-2015,5,5,4,4,3,4,yes
EVA Air,6,07-02-2016,Business,Economy Class,01-02-2016,3,4,3,2,4,2,no
EVA Air,8,07-02-2016,Family Leisure,Economy Class,01-01-2016,3,5,5,4,3,5,yes
EVA Air,9,24-01-2016,Business,Business Class,01-01-2016,4,5,5,5,5,5,yes
EVA Air,10,22-01-2016,Solo Leisure,Business Class,01-01-2016,5,5,5,5,5,5,yes
EVA Air,10,15-01-2016,Solo Leisure,Economy Class,01-01-2016,5,5,5,4,5,5,yes
EVA Air,7,15-01-2016,Solo Leisure,Business Class,01-01-2016,3,3,2,4,5,3,yes
EVA Air,10,10-01-2016,Solo Leisure,Economy Class,01-01-2016,5,5,5,3,5,4,yes
EVA Air,10,09-01-2016,Family Leisure,Economy Class,01-08-2015,4,5,5,4,5,5,yes
EVA Air,8,02-01-2016,Couple Leisure,Premium Economy,01-12-2015,4,5,3,4,2,3,yes
EVA Air,9,31-12-2015,Solo Leisure,Business Class,01-12-2015,5,5,2,4,4,4,yes
EVA Air,9,22-12-2015,Solo Leisure,Business Class,01-12-2015,5,5,5,4,5,5,yes
EVA Air,9,20-12-2015,Solo Leisure,Economy Class,01-11-2015,5,5,4,4,5,5,yes
EVA Air,10,20-12-2015,Family Leisure,Economy Class,01-07-2015,4,5,4,4,5,5,yes
EVA Air,10,19-12-2015,Family Leisure,Premium Economy,01-07-2015,5,5,5,5,5,4,yes
EVA Air,8,04-12-2015,Couple Leisure,Economy Class,01-12-2015,5,5,3,3,5,5,yes
EVA Air,10,30-11-2015,Business,Premium Economy,01-11-2015,5,5,5,5,5,5,yes
EVA Air,9,18-11-2015,Couple Leisure,Premium Economy,01-10-2015,4,4,4,4,4,4,yes
EVA Air,9,11-11-2015,Solo Leisure,Economy Class,01-11-2015,5,5,5,4,5,5,yes
EVA Air,10,08-11-2015,Solo Leisure,Economy Class,01-04-2015,5,5,4,4,5,5,yes
EVA Air,10,05-11-2015,Solo Leisure,Business Class,01-11-2015,5,5,5,5,5,5,yes
EVA Air,10,01-11-2015,Business,Business Class,01-10-2015,5,5,5,5,5,5,yes
EVA Air,8,31-10-2015,Business,Economy Class,01-10-2015,5,5,4,2,4,5,yes
EVA Air,9,30-10-2015,Solo Leisure,Premium Economy,01-09-2015,5,5,5,4,4,4,yes
EVA Air,10,23-10-2015,Couple Leisure,Economy Class,01-09-2015,4,5,5,5,5,5,yes
EVA Air,10,22-10-2015,Family Leisure,Economy Class,01-02-2015,5,5,5,5,5,5,yes
EVA Air,9,15-10-2015,Solo Leisure,Business Class,01-10-2015,4,5,4,5,5,4,yes
EVA Air,10,12-10-2015,Couple Leisure,Business Class,01-09-2015,5,5,5,4,5,5,yes
EVA Air,10,09-10-2015,Family Leisure,Economy Class,01-02-2015,4,5,5,4,4,4,yes
EVA Air,9,06-10-2015,Couple Leisure,Business Class,01-10-2015,5,5,5,5,5,5,yes
EVA Air,10,29-09-2015,Family Leisure,Economy Class,01-09-2015,5,5,4,4,4,5,yes
EVA Air,9,28-09-2015,Business,Economy Class,01-09-2015,3,5,5,5,4,5,yes
EVA Air,9,25-09-2015,Solo Leisure,Economy Class,01-05-2015,4,5,5,4,4,5,yes
EVA Air,10,21-09-2015,Business,Economy Class,01-02-2015,5,5,4,3,5,5,yes
EVA Air,10,08-09-2015,Solo Leisure,Business Class,01-09-2015,5,5,4,4,3,5,yes
EVA Air,8,30-08-2015,Family Leisure,Economy Class,01-08-2015,3,3,3,4,4,4,yes
EVA Air,7,27-08-2015,Solo Leisure,Economy Class,01-08-2015,4,3,3,2,2,3,yes
EVA Air,8,26-08-2015,Family Leisure,Economy Class,01-07-2015,3,4,4,5,4,4,yes
EVA Air,7,17-08-2015,Business,Business Class,01-08-2015,4,4,4,1,5,3,yes
EVA Air,10,13-08-2015,Couple Leisure,Economy Class,01-08-2015,5,5,5,5,5,5,yes
EVA Air,9,31-07-2015,Solo Leisure,Business Class,01-07-2015,5,5,5,5,5,5,yes
EVA Air,10,27-07-2015,Business,Business Class,01-07-2015,5,5,5,4,5,5,yes
EVA Air,10,16-07-2015,Business,Business Class,01-07-2015,5,5,5,5,5,5,yes
EVA Air,9,14-07-2015,Couple Leisure,Premium Economy,01-06-2015,3,3,3,3,5,4,yes
EVA Air,8,09-07-2015,Solo Leisure,Economy Class,01-04-2015,3,4,5,3,4,5,yes
EVA Air,9,07-07-2015,Family Leisure,Economy Class,01-05-2015,4,5,4,3,5,5,yes
EVA Air,10,07-07-2015,Solo Leisure,Economy Class,01-08-2014,5,5,5,5,5,5,yes
EVA Air,8,24-06-2015,Couple Leisure,Economy Class,01-06-2015,5,5,5,5,5,5,yes
Royal Air Maroc,10,07-05-2019,Solo Leisure,Economy Class,01-04-2019,4,5,4,4,5,5,yes
Royal Air Maroc,8,29-03-2019,Business,Economy Class,01-03-2019,5,5,4,3,4,3,yes
Royal Air Maroc,10,14-03-2019,Solo Leisure,Business Class,01-03-2019,5,5,5,5,4,5,yes
Royal Air Maroc,7,26-02-2019,Business,Economy Class,01-02-2019,3,4,3,2,3,4,yes
Royal Air Maroc,10,24-01-2019,Solo Leisure,Economy Class,01-01-2019,5,5,5,5,5,5,yes
Royal Air Maroc,8,20-01-2019,Solo Leisure,Business Class,01-01-2019,5,5,3,3,4,4,yes
Royal Air Maroc,1,24-11-2018,Solo Leisure,Economy Class,01-11-2018,3,2,3,3,1,4,no
Royal Air Maroc,8,13-11-2018,Couple Leisure,Economy Class,01-11-2018,4,5,4,3,4,5,yes
Royal Air Maroc,9,11-11-2018,Solo Leisure,Economy Class,01-11-2018,4,5,3,3,5,4,yes
Royal Air Maroc,1,05-11-2018,Solo Leisure,Economy Class,01-04-2017,4,4,4,2,1,2,no
Royal Air Maroc,1,04-11-2018,Couple Leisure,Economy Class,01-11-2018,2,1,1,1,1,1,no
Royal Air Maroc,10,27-10-2018,Family Leisure,Economy Class,01-09-2018,5,5,5,5,5,5,yes
Royal Air Maroc,1,02-10-2018,Solo Leisure,Economy Class,01-09-2018,2,4,2,2,1,1,no
Royal Air Maroc,10,18-09-2018,Business,Business Class,01-09-2018,5,5,5,5,5,5,yes
Royal Air Maroc,8,09-09-2018,Solo Leisure,Economy Class,01-09-2018,4,4,3,4,4,3,yes
Royal Air Maroc,9,31-08-2018,Solo Leisure,Business Class,01-08-2018,5,5,5,5,5,5,yes
Royal Air Maroc,7,23-08-2018,Solo Leisure,Economy Class,01-08-2018,4,3,4,3,4,5,yes
Royal Air Maroc,10,09-07-2018,Couple Leisure,Economy Class,01-07-2018,5,5,5,5,5,5,yes
Royal Air Maroc,9,23-06-2018,Couple Leisure,Economy Class,01-06-2018,5,5,5,2,4,5,yes
Royal Air Maroc,8,04-06-2018,Business,Economy Class,01-06-2018,4,5,2,2,5,5,yes
Royal Air Maroc,10,03-06-2018,Business,Economy Class,01-05-2018,5,5,5,5,5,5,yes
Royal Air Maroc,8,03-05-2018,Solo Leisure,Economy Class,01-04-2018,4,4,5,5,4,4,yes
Royal Air Maroc,9,30-03-2018,Solo Leisure,Economy Class,01-03-2018,5,5,5,5,4,5,yes
Royal Air Maroc,9,13-03-2018,Solo Leisure,Economy Class,01-03-2018,4,5,5,3,5,5,yes
Royal Air Maroc,8,01-03-2018,Solo Leisure,Economy Class,01-02-2018,3,3,3,3,3,5,yes
Royal Air Maroc,10,09-01-2018,Solo Leisure,Economy Class,01-12-2017,5,5,5,5,5,5,yes
Royal Air Maroc,6,01-01-2018,Solo Leisure,Economy Class,01-12-2017,3,3,3,2,3,3,yes
Royal Air Maroc,3,30-11-2017,Solo Leisure,Economy Class,01-05-2017,3,3,1,1,1,3,no
Royal Air Maroc,10,23-11-2017,Solo Leisure,Economy Class,01-11-2017,5,5,5,4,5,5,yes
Royal Air Maroc,7,13-11-2017,Solo Leisure,Economy Class,01-11-2017,4,4,4,3,5,3,yes
Royal Air Maroc,2,21-09-2017,Solo Leisure,Economy Class,01-09-2017,3,3,3,1,1,1,no
Royal Air Maroc,4,01-08-2017,Solo Leisure,Economy Class,01-07-2017,3,5,3,2,1,3,no
Royal Air Maroc,5,12-05-2017,Solo Leisure,Economy Class,01-04-2017,3,4,2,1,2,4,yes
Royal Air Maroc,1,07-04-2017,Solo Leisure,Economy Class,01-04-2017,1,1,1,3,2,2,no
Royal Air Maroc,5,13-03-2017,Business,Economy Class,01-03-2017,3,3,2,1,3,4,no
Royal Air Maroc,6,10-01-2017,Solo Leisure,Economy Class,01-01-2017,5,2,1,5,5,3,no
Royal Air Maroc,9,13-12-2016,Solo Leisure,Economy Class,01-09-2016,5,4,5,3,3,5,yes
Royal Air Maroc,8,09-12-2016,Solo Leisure,Economy Class,01-11-2016,4,5,4,1,4,4,yes
Royal Air Maroc,9,05-10-2016,Solo Leisure,Economy Class,01-09-2016,4,5,5,5,5,4,yes
Royal Air Maroc,1,23-09-2016,Solo Leisure,Economy Class,01-07-2016,3,3,3,3,1,2,no
Royal Air Maroc,5,11-09-2016,Couple Leisure,Economy Class,01-05-2016,3,3,3,3,1,4,yes
Royal Air Maroc,9,29-08-2016,Family Leisure,Economy Class,01-05-2016,4,5,5,3,4,4,yes
Royal Air Maroc,10,19-08-2016,Solo Leisure,Business Class,01-03-2016,5,5,3,3,5,5,yes
Royal Air Maroc,4,16-07-2016,Business,Business Class,01-07-2016,3,3,3,1,1,3,no
Royal Air Maroc,9,12-06-2016,Solo Leisure,Economy Class,01-07-2015,5,4,3,3,5,4,yes
Royal Air Maroc,8,26-03-2016,Solo Leisure,Economy Class,01-03-2016,4,3,4,3,3,3,yes
Royal Air Maroc,1,29-02-2016,Solo Leisure,Economy Class,01-01-2016,2,1,2,1,1,1,no
Royal Air Maroc,7,02-01-2016,Couple Leisure,Economy Class,01-01-2016,3,3,3,1,4,4,yes
Royal Air Maroc,7,31-12-2015,Couple Leisure,Economy Class,01-12-2015,4,5,3,1,1,5,yes
Royal Air Maroc,3,26-12-2015,Solo Leisure,Economy Class,01-12-2015,4,4,3,2,2,3,no
Royal Air Maroc,9,25-12-2015,Family Leisure,Economy Class,01-12-2015,4,5,4,1,5,5,yes
Royal Air Maroc,7,16-11-2015,Couple Leisure,Economy Class,01-08-2015,4,5,4,4,4,5,yes
Royal Air Maroc,8,06-10-2015,Couple Leisure,Economy Class,01-09-2015,5,4,4,5,4,4,yes
Royal Air Maroc,1,05-10-2015,Solo Leisure,Economy Class,01-10-2015,4,2,2,3,3,1,no
Royal Air Maroc,3,02-10-2015,Solo Leisure,Economy Class,01-09-2015,4,2,2,2,1,2,no
Royal Air Maroc,10,28-08-2015,Solo Leisure,Economy Class,01-09-2014,5,5,5,5,5,5,yes
Royal Air Maroc,2,13-08-2015,Business,Economy Class,01-07-2015,1,1,2,1,1,1,no
Royal Air Maroc,1,13-08-2015,Business,Economy Class,01-07-2015,1,1,3,1,3,1,no
Royal Air Maroc,2,05-08-2015,Business,Economy Class,01-06-2015,1,2,1,1,1,3,no
Singapore Airlines,2,09-05-2019,Couple Leisure,Economy Class,01-05-2019,1,2,1,1,1,1,no
Singapore Airlines,10,06-05-2019,Couple Leisure,Business Class,01-05-2019,4,5,5,5,5,5,yes
Singapore Airlines,8,05-05-2019,Solo Leisure,Economy Class,01-05-2019,4,5,5,4,5,5,yes
Singapore Airlines,7,02-05-2019,Solo Leisure,Economy Class,01-05-2019,4,5,5,5,5,5,yes
Singapore Airlines,8,30-04-2019,Solo Leisure,Premium Economy,01-04-2019,5,4,3,5,5,4,yes
Singapore Airlines,1,25-04-2019,Solo Leisure,Business Class,01-04-2019,1,1,1,1,1,1,no
Singapore Airlines,5,22-04-2019,Family Leisure,Business Class,01-04-2019,3,3,4,5,1,2,yes
Singapore Airlines,10,20-04-2019,Couple Leisure,Economy Class,01-04-2019,5,5,5,5,5,5,yes
Singapore Airlines,4,16-04-2019,Family Leisure,Economy Class,01-04-2019,1,1,2,3,1,1,no
Singapore Airlines,2,16-04-2019,Couple Leisure,Economy Class,01-03-2019,2,3,2,2,1,1,no
Singapore Airlines,10,10-04-2019,Family Leisure,Business Class,01-02-2019,5,5,5,5,5,4,yes
Singapore Airlines,9,07-04-2019,Family Leisure,Economy Class,01-03-2019,5,5,3,4,2,3,yes
Singapore Airlines,5,06-04-2019,Family Leisure,Economy Class,01-04-2019,4,5,1,4,5,3,no
Singapore Airlines,10,05-04-2019,Solo Leisure,Economy Class,01-03-2019,5,5,5,5,5,5,yes
Singapore Airlines,9,03-04-2019,Family Leisure,Economy Class,01-01-2019,4,4,4,4,5,5,yes
Singapore Airlines,5,30-03-2019,Business,Economy Class,01-03-2019,3,5,4,4,2,3,yes
Singapore Airlines,10,27-03-2019,Business,Economy Class,01-03-2019,5,5,4,4,5,5,yes
Singapore Airlines,9,25-03-2019,Couple Leisure,Economy Class,01-03-2019,5,5,4,5,5,5,yes
Singapore Airlines,9,25-03-2019,Couple Leisure,Economy Class,01-03-2019,4,5,2,5,5,5,yes
Singapore Airlines,5,19-03-2019,Solo Leisure,Business Class,01-03-2019,2,3,4,4,2,2,yes
Singapore Airlines,1,15-03-2019,Business,Economy Class,01-03-2019,3,1,2,2,4,1,no
Singapore Airlines,8,15-03-2019,Solo Leisure,Business Class,01-08-2018,5,4,4,4,4,4,yes
Singapore Airlines,10,13-03-2019,Couple Leisure,Business Class,01-02-2019,5,5,5,5,5,5,yes
Singapore Airlines,3,11-03-2019,Business,Economy Class,01-03-2019,3,1,1,2,5,2,no
Singapore Airlines,8,11-03-2019,Solo Leisure,Economy Class,01-02-2019,5,4,4,5,5,5,yes
Singapore Airlines,2,10-03-2019,Family Leisure,Economy Class,01-02-2019,1,3,2,1,1,1,no
Singapore Airlines,10,04-03-2019,Couple Leisure,Business Class,01-02-2019,5,5,5,5,5,5,yes
Singapore Airlines,8,03-03-2019,Family Leisure,Business Class,01-03-2019,4,5,5,5,5,3,yes
Singapore Airlines,10,03-03-2019,Family Leisure,Business Class,01-03-2019,5,5,4,5,5,4,yes
Singapore Airlines,8,03-03-2019,Couple Leisure,Economy Class,01-02-2019,3,5,4,4,4,4,yes
Singapore Airlines,5,02-03-2019,Business,Economy Class,01-02-2019,5,4,3,2,4,4,no
Singapore Airlines,9,28-02-2019,Business,Economy Class,01-02-2019,5,4,5,5,4,4,yes
Singapore Airlines,9,28-02-2019,Solo Leisure,Business Class,01-01-2019,4,5,5,3,5,4,yes
Singapore Airlines,10,27-02-2019,Couple Leisure,Economy Class,01-01-2019,4,5,5,5,4,5,yes
Singapore Airlines,3,26-02-2019,Solo Leisure,Economy Class,01-02-2019,3,2,1,4,3,1,no
Singapore Airlines,1,26-02-2019,Couple Leisure,Premium Economy,01-12-2018,1,2,1,3,3,1,no
Singapore Airlines,9,25-02-2019,Solo Leisure,Economy Class,01-12-2018,5,5,4,5,5,4,yes
Singapore Airlines,10,25-02-2019,Solo Leisure,Economy Class,01-12-2018,5,5,5,5,4,4,yes
Singapore Airlines,8,25-02-2019,Family Leisure,Economy Class,01-02-2019,4,4,4,4,4,4,yes
Singapore Airlines,9,25-02-2019,Family Leisure,Business Class,01-02-2019,5,5,5,5,5,4,yes
Singapore Airlines,9,23-02-2019,Couple Leisure,Economy Class,01-02-2019,3,5,5,4,5,5,yes
Singapore Airlines,9,22-02-2019,Family Leisure,Business Class,01-02-2019,5,5,5,5,5,4,yes
Singapore Airlines,9,17-02-2019,Family Leisure,Economy Class,01-02-2019,5,4,4,5,5,5,yes
Singapore Airlines,10,14-02-2019,Couple Leisure,Economy Class,01-02-2019,5,4,4,5,4,4,yes
Singapore Airlines,8,12-02-2019,Family Leisure,Economy Class,01-02-2019,4,4,4,5,5,4,yes
Singapore Airlines,10,10-02-2019,Family Leisure,Economy Class,01-02-2019,5,5,5,5,5,5,yes
Singapore Airlines,10,10-02-2019,Family Leisure,Economy Class,01-02-2019,5,5,5,5,5,5,yes
Singapore Airlines,8,07-02-2019,Solo Leisure,Economy Class,01-01-2019,4,5,5,4,4,3,yes
Singapore Airlines,7,06-02-2019,Couple Leisure,Economy Class,01-10-2018,5,3,3,4,2,4,no
Singapore Airlines,10,06-02-2019,Solo Leisure,Business Class,01-01-2019,5,5,5,5,5,5,yes
Singapore Airlines,10,04-02-2019,Solo Leisure,Business Class,01-02-2019,5,5,5,5,5,4,yes
Singapore Airlines,10,01-02-2019,Couple Leisure,Economy Class,01-01-2019,5,5,5,5,5,5,yes
Singapore Airlines,9,29-01-2019,Business,Economy Class,01-01-2019,4,5,4,5,5,4,yes
Singapore Airlines,10,29-01-2019,Family Leisure,Economy Class,01-08-2018,5,5,5,5,5,5,yes
Singapore Airlines,10,20-01-2019,Solo Leisure,Economy Class,01-01-2019,5,5,5,5,5,5,yes
Singapore Airlines,9,18-01-2019,Family Leisure,Premium Economy,01-12-2018,4,5,5,5,4,5,yes
